#RPT_NAME,LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_NM,NUMBER_OF_STUDENTS_TESTED,NUMBER_TESTS_TAKEN,NUMBER_TESTS_3_OR_HIGHER
"AP COUNTS","2023-24","DISTRICT","667","Gwinnett County","ALL","All Schools","U.S. History","3112","3112","2528"
"AP COUNTS","2023-24","DISTRICT","667","Gwinnett County","ALL","All Schools","World History","3374","3374","2629"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","668","Habersham County","0106","Habersham Ninth Grade Academy","ALL Subjects","45","46","40"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","0106","Habersham Ninth Grade Academy","Biology","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","0106","Habersham Ninth Grade Academy","Geography: Human","42","42","36"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","0106","Habersham Ninth Grade Academy","Gov. & Pol. U.S.","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","668","Habersham County","0296","South Habersham Middle School","ALL Subjects","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","0296","South Habersham Middle School","Geography: Human","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","668","Habersham County","2052","Habersham Central High School","ALL Subjects","217","408","337"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Biology","40","40","33"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Calculus BC","21","21","16"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Capstone","19","19","19"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Capstone Research","15","15","15"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Chemistry","14","14","14"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Economics: Micro","45","45","21"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Eng. Language & Comp","38","38","34"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Eng. Literature & Comp","37","37","34"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Environmental Science","15","15","TFS"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","European History","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Geography: Human","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Gov. & Pol. U.S.","54","54","48"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Precalculus","38","38","35"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Psychology","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","Statistics","13","13","TFS"
"AP COUNTS","2023-24","SCHOOL","668","Habersham County","2052","Habersham Central High School","U.S. History","47","47","47"
"AP COUNTS","2023-24","DISTRICT ALL SUBJECTS","668","Habersham County","ALL","All Schools","ALL Subjects","263","455","377"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Biology","42","42","35"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Calculus BC","21","21","16"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Capstone","19","19","19"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Capstone Research","15","15","15"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Chemistry","14","14","14"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Economics: Micro","45","45","21"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Eng. Language & Comp","38","38","34"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Eng. Literature & Comp","37","37","34"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Environmental Science","15","15","TFS"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","European History","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Geography: Human","46","46","38"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Gov. & Pol. U.S.","56","56","50"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Precalculus","38","38","35"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Psychology","TFS","TFS","TFS"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","Statistics","13","13","TFS"
"AP COUNTS","2023-24","DISTRICT","668","Habersham County","ALL","All Schools","U.S. History","47","47","47"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","669","Hall County","0102","Chestatee High School","ALL Subjects","246","436","285"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Biology","23","23","14"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Calculus A","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Calculus BC","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Capstone","58","58","48"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Capstone Research","22","22","21"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Computer Science Principles","22","22","10"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Economics: Macro","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Economics: Micro","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Eng. Language & Comp","54","54","20"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Environmental Science","23","23","12"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Geography: Human","33","33","13"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Gov. & Pol. Comp","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Precalculus","29","29","26"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Psychology","18","18","11"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Spanish Language","38","38","35"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","Statistics","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","U.S. History","34","34","21"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0102","Chestatee High School","World History","43","43","25"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","669","Hall County","0189","West Hall High School","ALL Subjects","120","156","82"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0189","West Hall High School","Art: Studio 2-D Design","16","16","14"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0189","West Hall High School","Art: Studio Drawing","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0189","West Hall High School","Biology","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0189","West Hall High School","Computer Science Principles","15","15","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0189","West Hall High School","Eng. Language & Comp","47","47","10"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0189","West Hall High School","Precalculus","36","36","24"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0189","West Hall High School","Psychology","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0189","West Hall High School","Spanish Language","15","15","13"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0189","West Hall High School","U.S. History","20","20","13"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0189","West Hall High School","World History","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","669","Hall County","0202","Flowery Branch High","ALL Subjects","271","480","366"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Art History","13","13","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Art: Studio 2-D Design","12","12","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Biology","36","36","28"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Calculus A","10","10","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Calculus BC","17","17","14"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Capstone","24","24","24"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Capstone Research","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Chemistry","13","13","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Computer Science A","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Computer Science Principles","12","12","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Economics: Macro","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Economics: Micro","18","18","17"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Eng. Language & Comp","43","43","26"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Environmental Science","20","20","10"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Geography: Human","10","10","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Gov. & Pol. U.S.","11","11","11"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Physics 1","11","11","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Physics C: Mechanics","10","10","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Precalculus","53","53","48"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Psychology","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Spanish Language","26","26","26"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Spanish Literature","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","Statistics","28","28","19"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","U.S. History","29","29","27"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0202","Flowery Branch High","World History","47","47","37"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","669","Hall County","0391","Cherokee Bluff High School","ALL Subjects","294","534","361"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Art: Studio 2-D Design","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Biology","39","39","27"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Calculus A","29","29","18"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Calculus BC","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Capstone","32","32","30"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Capstone Research","20","20","18"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Chemistry","14","14","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Economics: Micro","17","17","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Eng. Language & Comp","14","14","10"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Eng. Literature & Comp","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Environmental Science","51","51","29"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Gov. & Pol. U.S.","28","28","26"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Music Theory","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Precalculus","55","55","45"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Psychology","69","69","38"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Spanish Language","18","18","17"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","Statistics","47","47","28"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","U.S. History","29","29","19"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","0391","Cherokee Bluff High School","World History","46","46","31"
"AP COUNTS","2023-24","SCHOOL ALL SUBJECTS","669","Hall County","1552","East Hall High School","ALL Subjects","183","243","129"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","1552","East Hall High School","Capstone","16","16","12"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","1552","East Hall High School","Economics: Macro","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","1552","East Hall High School","Eng. Language & Comp","17","17","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","1552","East Hall High School","Environmental Science","38","38","15"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","1552","East Hall High School","European History","10","10","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","1552","East Hall High School","Gov. & Pol. U.S.","TFS","TFS","TFS"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","1552","East Hall High School","Precalculus","27","27","16"
"AP COUNTS","2023-24","SCHOOL","669","Hall County","1552","East Hall High School","Spanish Language","52","52","39"
